meter,Date,t_kWh
BR02,2019-10-28,4.039999999999977
BR02,2019-10-29,4.117999999999992
BR02,2019-10-30,3.517999999999978
BR02,2019-10-31,4.534999999999982
BR02,2019-11-01,2.877999999999981
BR02,2019-11-02,3.307999999999988
BR02,2019-11-03,5.086999999999992
BR02,2019-11-04,4.275999999999974
BR02,2019-11-05,4.9889999999999795
BR02,2019-11-06,3.9439999999999733
BR02,2019-11-07,4.0389999999999855
BR02,2019-11-08,3.6409999999999783
BR02,2019-11-09,4.910999999999983
BR02,2019-11-10,4.55799999999997
BR02,2019-11-12,4.525999999999973
BR02,2019-11-13,3.657999999999972
BR02,2019-11-14,3.657999999999981
BR02,2019-11-15,3.8449999999999718
BR02,2019-11-16,2.2139999999999813
BR02,2019-11-17,2.76199999999998
BR02,2019-11-18,1.6719999999999848
BR02,2019-11-19,1.8479999999999936
BR02,2019-11-20,1.711999999999995
BR02,2019-11-21,2.6179999999999883
BR02,2019-11-22,1.6499999999999893
BR02,2019-11-23,2.023999999999988
BR02,2019-11-24,2.7459999999999862
BR02,2019-11-25,1.7749999999999848
BR02,2019-11-26,2.374999999999982
BR02,2019-11-27,3.0319999999999956
BR02,2019-11-28,2.099999999999996
BR02,2019-11-29,1.2859999999999965
BR02,2019-11-30,2.8389999999999973
BR02,2019-12-01,1.6839999999999897
BR02,2019-12-02,1.3239999999999976
BR02,2019-12-03,2.220999999999991
BR02,2019-12-04,2.367999999999981
BR02,2019-12-05,1.3969999999999891
BR02,2019-12-06,2.4869999999999823
BR02,2019-12-07,1.679999999999991
BR02,2019-12-08,2.0289999999999826
BR02,2019-12-09,3.1119999999999752
BR02,2019-12-10,1.997999999999986
BR02,2019-12-11,2.951999999999985
BR02,2019-12-13,2.2409999999999943
BR02,2019-12-14,1.7899999999999865
BR02,2019-12-15,2.7369999999999877
BR02,2019-12-16,5.701999999999994
BR02,2019-12-17,3.630999999999991
BR02,2019-12-18,4.683999999999993
BR02,2019-12-19,4.583999999999992
BR02,2019-12-20,4.657999999999994
BR02,2019-12-21,6.422999999999993
BR02,2019-12-22,2.263999999999983
BR02,2019-12-23,5.864999999999985
BR02,2019-12-24,4.604999999999985
BR02,2019-12-25,4.498999999999991
BR02,2019-12-27,6.812999999999989
BR02,2019-12-29,6.696000000000005
BR02,2019-12-31,8.70299999999999
BR02,2020-01-01,4.989999999999985
BR02,2020-01-02,3.673999999999993
BR02,2020-01-03,1.7609999999999877
BR02,2020-01-04,1.8559999999999863
BR02,2020-01-05,2.001999999999984
BR02,2020-01-06,2.4959999999999862
BR02,2020-01-07,2.466999999999991
BR02,2020-01-08,3.3599999999999817
BR02,2020-01-10,7.711999999999995
BR02,2020-01-11,5.423999999999992
BR02,2020-01-13,5.5259999999999785
BR02,2020-01-15,2.178999999999992
BR02,2020-01-18,5.502000000000003
BR02,2020-01-20,8.311999999999982
BR02,2020-01-22,5.938999999999989
BR02,2020-01-23,5.088999999999991
BR02,2020-01-24,4.555999999999986
BR02,2020-01-25,1.989999999999996
BR02,2020-01-27,3.0469999999999793
BR02,2020-01-29,5.170999999999998
BR02,2020-01-31,3.048999999999982
BR02,2020-02-01,3.1199999999999743
BR02,2020-02-02,4.3699999999999894
BR02,2020-02-03,3.393999999999979
BR02,2020-02-04,3.029999999999982
BR02,2020-02-05,3.9809999999999928
BR02,2020-02-06,5.442999999999985
BR02,2020-02-07,4.017999999999976
BR02,2020-02-08,5.806999999999985
BR02,2020-02-09,5.0649999999999915
BR02,2020-02-11,4.223999999999998
BR02,2020-02-13,2.090999999999985
BR02,2020-02-14,2.2409999999999846
BR02,2020-02-15,1.883999999999987
BR02,2020-02-16,1.3159999999999958
BR02,2020-02-17,1.535999999999988
BR02,2020-02-18,2.3449999999999864
BR02,2020-02-19,1.460999999999991
BR02,2020-02-21,2.5759999999999925
BR02,2020-02-22,0.9960000000000007
BR02,2020-02-23,1.106999999999997
BR02,2020-02-24,1.8899999999999861
BR02,2020-02-25,1.0279999999999998
BR02,2020-02-26,1.3499999999999956
BR02,2020-02-27,1.9879999999999836
BR02,2020-02-28,1.0999999999999994
BR02,2020-02-29,1.1169999999999953
BR02,2020-03-01,1.8559999999999899
BR02,2020-03-02,1.566999999999992
BR02,2020-03-04,2.8429999999999938
BR02,2020-03-05,1.673999999999992
BR02,2020-03-06,2.0619999999999985
BR02,2020-03-07,2.3399999999999856
BR02,2020-03-08,1.6479999999999912
BR02,2020-03-09,1.5959999999999956
BR02,2020-03-10,2.1769999999999836
BR02,2020-03-12,1.6969999999999859
BR02,2020-03-13,2.7769999999999944
BR02,2020-03-14,1.7859999999999887
BR02,2020-03-15,2.8339999999999863
BR02,2020-03-16,2.3959999999999866
BR02,2020-03-17,2.9289999999999816
BR02,2020-03-18,3.8779999999999797
BR02,2020-03-19,2.634999999999982
BR02,2020-03-20,4.507999999999983
BR02,2020-03-21,2.986999999999976
BR02,2020-03-22,5.033999999999981
BR02,2020-03-23,4.932999999999978
BR02,2020-03-24,4.418999999999975
BR02,2020-03-25,4.606999999999975
BR02,2020-03-26,5.022999999999982
BR02,2020-03-27,2.9949999999999872
BR02,2020-03-28,3.7959999999999847
BR02,2020-03-30,3.2749999999999786
BR02,2020-03-31,3.1899999999999715
BR02,2020-04-01,4.4659999999999895
BR02,2020-04-02,3.261999999999985
BR02,2020-04-03,3.1669999999999807
BR02,2020-04-04,3.655999999999976
BR02,2020-04-05,4.983999999999978
BR02,2020-04-06,4.563999999999981
BR02,2020-04-07,4.696999999999971
BR02,2020-04-08,5.06699999999999
BR02,2020-05-01,6.57799999999998
BR02,2020-05-03,7.341999999999981
BR02,2020-05-04,7.219999999999996
BR02,2020-05-05,7.715999999999983
BR02,2020-06-07,10.123999999999977
BR02,2020-06-08,9.45199999999998
BR02,2020-06-09,9.926999999999971
BR02,2020-06-10,8.73099999999999
BR02,2020-06-11,8.578999999999988
BR02,2020-06-12,11.443000000000012
BR02,2020-07-16,7.945999999999993
BR02,2020-07-17,9.118999999999998
BR02,2020-07-18,7.065999999999985
BR02,2020-07-19,10.389999999999993
BR02,2020-07-20,8.245999999999986
BR02,2020-07-21,8.113
BR02,2020-07-22,8.537999999999986
BR02,2020-07-23,8.244999999999989
BR02,2020-07-24,7.165999999999984
BR02,2020-07-25,6.853999999999989
BR02,2020-07-26,9.747999999999996
BR02,2020-07-27,8.998999999999988
BR02,2020-07-29,8.387999999999998
BR02,2020-08-12,7.55699999999999
BR02,2020-08-13,7.197999999999989
BR02,2020-08-14,7.918999999999991
BR02,2020-08-15,8.934999999999986
BR02,2020-08-16,8.745999999999976
BR02,2020-08-17,11.29700000000001
BR02,2020-08-18,9.411000000000005
BR02,2020-08-19,9.045999999999985
BR02,2020-08-20,8.079999999999988
BR02,2020-08-21,9.430999999999996
BR02,2020-08-22,7.307999999999987
BR02,2020-08-23,8.797999999999988
BR02,2020-08-24,9.54699999999999
BR02,2020-08-25,11.538999999999993
BR02,2020-08-26,12.596999999999971
BR02,2020-08-27,10.693999999999985
BR02,2020-08-28,8.801
BR02,2020-08-29,7.893999999999986
BR02,2020-08-30,7.812999999999983
BR02,2020-08-31,9.831999999999972
BR02,2020-09-01,9.53899999999997
BR02,2020-09-02,11.603999999999987
BR02,2020-09-03,10.882999999999974
BR02,2020-09-04,10.942999999999978
BR02,2020-09-05,10.387000000000008
BR02,2020-09-06,10.310999999999998
BR02,2020-09-07,11.606999999999958
BR02,2020-09-08,12.345999999999975
BR02,2020-09-09,12.726000000000003
BR02,2020-09-10,12.415999999999991
BR02,2020-09-11,11.547999999999988
BR02,2020-09-12,10.291999999999984
BR02,2020-09-13,11.321999999999992
BR02,2020-09-17,10.089999999999998
BR02,2020-09-18,9.675999999999982
BR02,2020-09-20,8.389999999999986
BR02,2020-09-21,10.753999999999971
BR02,2020-09-22,9.390999999999982
BR02,2020-09-23,8.596999999999992
BR02,2020-09-24,7.535999999999987
BR02,2020-09-25,10.986999999999993
BR02,2020-09-26,9.051999999999996
BR02,2020-09-27,9.03599999999999
BR02,2020-09-28,10.174000000000008
BR02,2020-09-29,9.851999999999988
BR02,2020-09-30,9.963999999999979
BR02,2020-10-01,10.601999999999979
BR02,2020-10-02,9.572999999999974
BR02,2020-10-03,8.519999999999962
BR02,2020-10-04,9.067999999999984
BR02,2020-10-05,6.965999999999986
BR02,2020-10-06,8.279999999999973
BR02,2020-10-07,7.366999999999995
BR02,2020-10-08,7.647999999999992
BR02,2020-10-09,8.937999999999986
BR02,2020-10-10,8.331999999999985
BR02,2020-10-11,7.3839999999999755
BR02,2020-10-12,7.517999999999994
BR02,2020-10-13,7.355999999999992
BR02,2020-10-14,8.388999999999976
BR02,2020-10-15,7.2689999999999655
BR02,2020-10-16,5.933999999999997
BR02,2020-10-17,6.133999999999981
BR02,2020-10-18,6.4269999999999845
BR02,2020-10-19,5.675999999999978
BR02,2020-10-20,6.435999999999989
BR02,2020-10-21,4.942999999999978
BR02,2020-10-22,4.825999999999969
BR02,2020-10-23,4.586999999999975
BR02,2020-10-24,5.105999999999979
BR02,2020-10-25,6.264999999999992
BR02,2020-10-26,4.7429999999999835
BR02,2020-10-27,5.129999999999986
BR02,2020-10-28,4.313999999999971
BR02,2020-10-29,5.025999999999984
BR02,2020-10-30,5.328999999999976
BR02,2020-10-31,5.555999999999964
BR02,2020-11-01,5.409999999999969
BR02,2020-11-02,4.870999999999983
BR02,2020-11-03,4.434999999999973
BR02,2020-11-04,3.171999999999985
BR02,2020-11-05,2.9379999999999815
BR02,2020-11-06,3.9879999999999876
BR02,2020-11-07,2.1029999999999838
BR02,2020-11-08,3.4969999999999835
BR02,2020-11-09,2.8339999999999788
BR02,2020-11-10,2.7159999999999904
BR02,2020-11-11,3.7869999999999866
BR02,2020-11-12,3.6339999999999817
BR02,2020-11-13,3.5349999999999784
BR02,2020-11-14,3.4769999999999803
BR02,2020-11-16,3.157999999999981
BR02,2020-11-17,3.686999999999992
BR02,2020-11-18,2.948999999999984
BR02,2020-11-19,2.2809999999999895
BR02,2020-11-20,2.3119999999999883
BR02,2020-11-21,2.441999999999991
BR02,2020-11-22,1.7179999999999884
BR02,2020-11-23,1.519999999999996
BR02,2020-11-24,2.9779999999999855
BR02,2020-11-25,2.4089999999999914
BR02,2020-11-28,1.7419999999999896
BR02,2020-11-29,2.8539999999999837
BR02,2020-12-10,2.622999999999993
BR02,2020-12-11,3.302999999999988
BR02,2020-12-12,1.1499999999999955
BR02,2020-12-13,1.673999999999989
BR02,2020-12-14,1.7089999999999888
BR02,2020-12-21,2.1549999999999985
BR02,2021-01-02,3.1339999999999884
BR02,2021-01-04,2.1979999999999946
BR02,2021-01-15,4.903999999999977
BR02,2021-01-19,1.2689999999999935
BR02,2021-01-21,1.5899999999999912
BR02,2021-01-23,3.244999999999984
BR02,2021-01-26,2.5679999999999916
BR02,2021-02-02,0.9620000000000007
BR02,2021-02-04,2.15399999999999
BR02,2021-02-05,2.071999999999991
BR02,2021-02-06,1.204999999999996
BR02,2021-02-07,2.675999999999991
BR02,2021-02-08,1.218999999999998
BR02,2021-02-09,1.0769999999999975
BR02,2021-02-10,1.1569999999999965
BR02,2021-02-11,0.9620000000000006
BR02,2021-02-12,2.338999999999987
BR02,2021-02-13,1.0449999999999986
BR02,2021-02-14,1.5769999999999924
BR02,2021-02-15,0.8420000000000006
BR02,2021-02-16,1.650999999999989
BR02,2021-02-17,1.342999999999995
BR02,2021-02-18,1.2009999999999965
BR02,2021-02-19,2.295999999999997
BR02,2021-02-20,1.0519999999999996
BR02,2021-02-21,2.2149999999999954
BR02,2021-02-22,2.269999999999987
BR02,2021-02-23,1.2519999999999956
BR02,2021-02-24,1.662999999999988
BR02,2021-02-26,2.2029999999999825
BR02,2021-02-27,2.7429999999999883
BR02,2021-02-28,5.300999999999973
BR02,2021-03-01,4.2819999999999725
BR02,2021-03-02,3.602999999999975
BR02,2021-03-03,3.191999999999974
BR02,2021-03-04,3.7299999999999804
BR02,2021-03-05,3.2929999999999726
BR02,2021-03-06,2.5959999999999805
BR02,2021-03-07,2.8279999999999865
BR03,2019-07-10,6.980999999999973
BR03,2019-07-11,2.460999999999996
BR03,2019-07-13,5.844999999999984
BR03,2019-07-14,6.0379999999999825
BR03,2019-07-15,7.01499999999999
BR03,2019-07-16,6.288999999999973
BR03,2019-07-17,6.629999999999982
BR03,2019-07-18,7.973999999999974
BR03,2019-07-19,8.38899999999997
BR03,2019-07-20,8.827999999999987
BR03,2019-07-30,9.030000000000008
BR03,2019-07-31,9.396999999999965
BR03,2019-08-01,9.114999999999984
BR03,2019-08-02,9.95000000000001
BR03,2019-08-03,8.554000000000004
BR03,2019-08-04,10.831000000000003
BR03,2019-08-05,10.352999999999998
BR03,2019-08-06,8.679999999999984
BR03,2019-08-07,7.418999999999986
BR03,2019-08-08,8.815000000000001
BR03,2019-08-09,9.544999999999977
BR03,2019-08-10,7.384999999999993
BR03,2019-08-11,9.285999999999971
BR03,2019-08-12,10.467000000000015
BR03,2019-08-13,9.293999999999992
BR03,2019-08-14,9.477999999999984
BR03,2019-08-15,10.376999999999967
BR03,2019-08-16,11.272
BR03,2019-08-17,9.404999999999992
BR03,2019-08-18,10.091999999999985
BR03,2019-08-20,8.896999999999966
BR03,2019-08-21,9.548999999999996
BR03,2019-08-22,9.161999999999992
BR03,2019-08-23,10.237999999999966
BR03,2019-08-24,8.637000000000006
BR03,2019-08-25,10.042999999999985
BR03,2019-08-26,10.221999999999992
BR03,2019-08-27,11.232999999999954
BR03,2019-08-28,10.910999999999975
BR03,2019-08-29,10.13999999999999
BR03,2019-08-30,11.35899999999998
BR03,2019-08-31,11.136999999999972
BR03,2019-09-01,10.523999999999974
BR03,2019-09-02,8.756999999999968
BR03,2019-09-03,10.190999999999987
BR03,2019-09-04,10.229999999999977
BR03,2019-09-05,10.13599999999996
BR03,2019-09-07,7.591999999999979
BR03,2019-09-08,8.847999999999976
BR03,2019-09-09,9.811999999999957
BR03,2019-09-10,7.914999999999985
BR03,2019-09-11,10.397999999999975
BR03,2019-09-12,8.946999999999996
BR03,2019-09-13,10.608999999999998
BR03,2019-09-14,8.154000000000007
BR03,2019-09-15,8.15299999999998
BR03,2019-09-16,8.080999999999996
BR03,2019-09-17,9.059999999999985
BR03,2019-09-18,7.461000000000007
BR03,2019-09-19,8.698999999999977
BR03,2019-09-20,8.975999999999994
BR03,2019-09-21,8.642999999999978
BR03,2019-09-23,7.958000000000004
BR03,2019-09-24,8.556999999999972
BR03,2019-09-25,8.131999999999987
BR03,2019-09-26,7.233999999999982
BR03,2019-09-27,6.9259999999999895
BR03,2019-09-28,5.826999999999977
BR03,2019-09-29,5.1659999999999755
BR03,2019-09-30,5.96399999999997
BR03,2019-10-01,6.218999999999986
BR03,2019-10-02,5.937999999999983
BR03,2019-10-05,5.0789999999999615
BR03,2019-10-06,4.376999999999982
BR03,2019-10-08,5.25099999999998
BR03,2019-10-09,5.561999999999965
BR03,2019-10-10,4.549999999999985
BR03,2019-10-11,5.123999999999985
BR03,2019-10-12,5.263999999999989
BR03,2019-10-13,6.068999999999988
BR03,2019-10-14,5.170999999999973
BR03,2019-10-15,4.891999999999988
BR03,2019-10-16,3.976999999999987
BR03,2019-10-17,4.607999999999988
BR03,2019-10-18,5.9369999999999745
BR03,2019-10-20,5.945999999999965
BR03,2019-10-21,5.946999999999962
BR03,2019-10-22,4.385999999999981
BR03,2019-10-23,5.287999999999985
BR03,2019-10-24,5.445999999999977
BR03,2019-10-25,5.357999999999984
BR03,2019-10-26,5.170999999999976
BR03,2019-10-27,4.627999999999979
BR03,2019-10-28,4.291999999999981
BR03,2019-10-29,5.388000000000002
BR03,2019-10-30,5.160999999999981
BR03,2019-10-31,7.145999999999978
BR03,2019-11-01,6.438999999999987
BR03,2019-11-02,4.757999999999978
BR03,2019-11-04,4.555999999999979
BR03,2019-11-05,4.536999999999985
BR03,2019-11-06,4.57799999999998
BR03,2019-11-08,3.523999999999984
BR03,2019-11-09,3.6189999999999882
BR03,2019-11-10,6.499999999999978
BR03,2019-11-11,5.37199999999998
BR03,2019-11-12,7.845999999999993
BR03,2019-11-13,4.54799999999999
BR03,2019-11-14,4.167999999999986
BR03,2019-11-15,4.340999999999979
BR03,2019-11-16,3.0259999999999865
BR03,2019-11-18,2.1169999999999893
BR03,2019-11-19,2.078999999999989
BR03,2019-11-20,1.058
BR03,2019-11-22,1.880999999999992
BR03,2019-11-24,2.094999999999986
BR03,2019-11-26,2.2199999999999838
BR03,2019-11-27,2.1399999999999877
BR03,2019-11-28,2.001999999999988
BR03,2019-12-01,2.209999999999983
BR03,2019-12-05,1.5389999999999935
BR03,2019-12-06,1.527999999999993
BR03,2019-12-11,1.5969999999999869
BR03,2019-12-13,1.2789999999999988
BR03,2019-12-14,1.6459999999999864
BR03,2019-12-15,1.7429999999999863
BR03,2019-12-16,1.316999999999992
BR03,2019-12-17,1.5539999999999923
BR03,2019-12-18,1.296999999999994
BR03,2019-12-20,1.503999999999991
BR03,2019-12-21,1.3449999999999946
BR03,2019-12-23,0.6890000000000005
BR03,2019-12-24,0.8510000000000006
BR03,2019-12-25,1.1779999999999962
BR03,2019-12-26,0.7030000000000005
BR03,2019-12-28,0.7590000000000006
BR03,2019-12-29,0.7750000000000006
BR03,2020-01-01,0.6600000000000005
BR03,2020-01-02,0.7130000000000005
BR03,2020-01-03,0.8560000000000006
BR03,2020-01-06,0.5890000000000004
BR03,2020-01-07,0.7080000000000005
BR03,2020-01-08,0.6760000000000005
BR03,2020-01-13,0.6260000000000004
BR03,2020-01-15,0.5900000000000004
BR03,2020-01-18,0.4900000000000004
BR03,2020-01-19,0.5510000000000004
BR03,2020-01-23,0.5710000000000004
BR03,2020-01-24,0.7330000000000005
BR03,2020-01-28,0.5870000000000004
BR03,2020-01-29,0.6550000000000005
BR03,2020-01-31,0.7190000000000005
BR03,2020-02-01,0.5660000000000004
BR03,2020-02-02,0.5970000000000004
BR03,2020-02-04,0.5920000000000004
BR03,2020-02-06,0.6020000000000004
BR03,2020-02-07,0.8180000000000006
BR03,2020-02-08,0.7210000000000005
BR03,2020-02-10,0.9720000000000008
BR03,2020-02-12,0.6900000000000005
BR03,2020-02-15,0.6410000000000005
BR03,2020-02-16,0.6840000000000005
BR03,2020-02-17,1.1199999999999994
BR03,2020-02-19,1.1449999999999991
BR03,2020-02-20,1.1799999999999982
BR03,2020-02-24,1.651999999999991
BR03,2020-02-27,1.7519999999999898
BR03,2020-02-28,1.9689999999999876
BR03,2020-02-29,1.5969999999999902
BR03,2020-03-02,1.9089999999999883
BR03,2020-03-03,2.1169999999999862
BR03,2020-03-04,2.0609999999999906
BR03,2020-03-06,1.6679999999999917
BR03,2020-03-07,1.8649999999999887
BR03,2020-03-08,1.4939999999999993
BR03,2020-03-10,2.567999999999985
BR03,2020-03-11,2.26199999999999
BR03,2020-03-12,2.6409999999999894
BR03,2020-03-13,3.1709999999999843
BR03,2020-03-15,2.4719999999999858
BR03,2020-03-16,2.2739999999999903
BR03,2020-03-18,3.0429999999999886
BR03,2020-03-19,2.9619999999999886
BR03,2020-03-20,3.1689999999999854
BR03,2020-03-21,3.5349999999999877
BR03,2020-03-22,3.4929999999999826
BR03,2020-03-24,3.607999999999985
BR03,2020-03-25,4.863999999999977
BR03,2020-03-26,4.546999999999978
BR03,2020-03-27,3.294999999999988
BR03,2020-03-28,3.462999999999991
BR03,2020-03-29,4.60399999999998
BR03,2020-03-30,3.7579999999999836
BR03,2020-03-31,4.5339999999999865
BR03,2020-04-01,4.315999999999985
BR03,2020-04-02,4.577999999999988
BR03,2020-04-03,5.260999999999976
BR03,2020-04-04,5.192999999999988
BR03,2020-04-06,6.310999999999984
BR03,2020-04-07,6.114999999999986
BR03,2020-04-08,5.643999999999973
BR03,2020-05-01,8.459999999999983
BR03,2020-05-03,6.974999999999977
BR03,2020-05-04,4.909999999999993
BR03,2020-05-29,7.680999999999965
BR03,2020-05-30,8.638999999999982
BR03,2020-05-31,7.390999999999981
BR03,2020-06-01,7.312999999999973
BR03,2020-06-07,8.742999999999947
BR03,2020-06-08,7.737999999999956
BR03,2020-06-09,8.326999999999972
BR03,2020-06-10,8.334999999999972
BR03,2020-06-11,8.593999999999962
BR03,2020-06-12,9.174999999999951
BR03,2020-07-16,7.548999999999978
BR03,2020-07-17,8.012999999999993
BR03,2020-07-18,6.660999999999972
BR03,2020-07-19,8.429999999999971
BR03,2020-07-20,7.100999999999978
BR03,2020-07-21,8.056999999999976
BR03,2020-07-22,7.070999999999982
BR03,2020-07-23,8.06199999999997
BR03,2020-07-24,8.391999999999966
BR03,2020-07-26,8.27099999999997
BR03,2020-08-11,7.56799999999999
BR03,2020-08-12,7.23699999999997
BR03,2020-08-14,7.853999999999975
BR03,2020-08-15,7.4879999999999685
BR03,2020-08-16,8.534999999999966
BR03,2020-08-17,6.646000000000006
BR03,2020-08-18,7.794999999999975
BR03,2020-08-19,7.155999999999982
BR03,2020-08-20,5.676999999999978
BR03,2020-08-21,7.318999999999971
BR03,2020-08-22,7.794999999999979
BR03,2020-08-23,6.379999999999984
BR03,2020-08-24,6.750999999999984
BR03,2020-08-25,7.2450000000000045
BR03,2020-08-26,6.1149999999999745
BR03,2020-08-27,6.609999999999977
BR03,2020-08-28,6.526999999999977
BR03,2020-08-29,7.261999999999977
BR03,2020-08-30,8.038999999999971
BR03,2020-08-31,7.222999999999994
BR03,2020-09-01,7.907999999999977
BR03,2020-09-02,7.481999999999964
BR03,2020-09-03,7.637999999999989
BR03,2020-09-04,8.00399999999998
BR03,2020-09-05,8.283999999999981
BR03,2020-09-06,8.04699999999998
BR03,2020-09-07,8.07199999999998
BR03,2020-09-08,10.575999999999965
BR03,2020-09-09,9.472999999999983
BR03,2020-09-10,10.74599999999997
BR03,2020-09-11,10.172999999999956
BR03,2020-09-12,8.307999999999966
BR03,2020-09-13,9.476999999999968
BR03,2020-09-17,8.494999999999992
BR03,2020-09-18,8.041999999999996
BR04,2019-07-11,9.521999999999998
BR04,2019-07-12,9.389999999999995
BR04,2019-07-13,10.541999999999982
BR04,2019-07-14,13.72099999999998
BR04,2019-07-15,11.203999999999988
BR04,2019-07-16,8.785999999999976
BR04,2019-07-17,10.979999999999999
BR04,2019-07-18,14.170999999999994
BR04,2019-07-30,13.419000000000013
BR04,2019-07-31,12.452999999999976
BR04,2019-08-01,12.822000000000006
BR04,2019-08-02,11.55999999999999
BR04,2019-08-03,13.084999999999983
BR04,2019-08-04,16.33399999999998
BR04,2019-08-06,11.242999999999977
BR04,2019-08-07,11.354999999999988
BR04,2019-08-08,14.952000000000009
BR04,2019-08-09,15.395
BR04,2019-08-10,11.584999999999987
BR04,2019-08-11,15.547999999999963
BR04,2019-08-12,16.487999999999996
BR04,2019-08-13,12.247999999999998
BR04,2019-08-14,14.029000000000005
BR04,2019-08-15,16.299000000000014
BR04,2019-08-16,12.480999999999982
BR04,2019-08-17,11.169999999999993
BR04,2019-08-18,11.976000000000003
BR04,2019-08-20,11.699000000000005
BR04,2019-08-21,12.897
BR04,2019-08-22,8.708999999999989
BR04,2019-08-23,16.129999999999992
BR04,2019-08-24,13.273999999999981
BR04,2019-08-25,17.841000000000015
BR04,2019-08-26,11.483999999999993
BR04,2019-08-27,14.808999999999983
BR04,2019-08-28,17.35999999999999
BR04,2019-08-29,15.499000000000017
BR04,2019-08-30,14.949999999999992
BR04,2019-08-31,16.017999999999965
BR04,2019-09-01,16.116999999999987
BR04,2019-09-02,13.315000000000001
BR04,2019-09-03,13.737000000000009
BR04,2019-09-04,13.634000000000011
BR04,2019-09-05,12.762999999999984
BR04,2019-09-06,13.728999999999987
BR04,2019-09-07,13.450999999999981
BR04,2019-09-08,12.956
BR04,2019-09-09,14.56299999999999
BR04,2019-09-10,16.57300000000003
BR04,2019-09-11,14.439000000000004
BR04,2019-09-12,10.587000000000007
BR04,2019-09-13,13.601999999999999
BR04,2019-09-14,11.662999999999997
BR04,2019-09-15,11.01699999999998
BR04,2019-09-16,11.215999999999983
BR04,2019-09-17,9.929999999999978
BR04,2019-09-18,8.832999999999995
BR04,2019-09-19,5.872999999999983
BR04,2019-09-20,7.8809999999999905
BR04,2019-09-21,7.594999999999983
BR04,2019-09-23,6.891999999999984
BR04,2019-09-24,8.194999999999986
